atc_A	atc_class_name_A	atc_B	atc_class_name_B	atleast_exposure_count	exact_exposure_count	fraction_exact	fraction_allwindows	observe_per_expect_N1
L04	Immunosuppressants	S02	Otologicals	561271	26325	0.0469	3e-04	1.138
C09	Agents acting on the renin-angiotensin system	V03	All other therapeutic products	558876	3185	0.0057	3e-04	0.747
A04	Antiemetics and antinauseants	D07	Corticosteroids, dermatological preparations	556897	18912	0.034	3e-04	1.762
C05	Vasoprotectives	R05	Cough and cold preparations	552320	824	0.0015	3e-04	1.12
A12	Mineral supplements	C03	Diuretics	550782	34033	0.0618	3e-04	1.98
D11	Other dermatological preparations	R05	Cough and cold preparations	550631	629	0.0011	3e-04	0.769
D11	Other dermatological preparations	S01	Ophthalmologicals	546067	14079	0.0258	3e-04	1.629
C05	Vasoprotectives	N03	Antiepileptics	541869	9263	0.0171	3e-04	1.228
G01	Gynecological antiinfectives and antiseptics	J05	Antivirals for systemic use	539606	39291	0.0728	3e-04	0.951
A06	Drugs for constipation	M01	Anti-inflammatory and antirheumatic products	535157	27278	0.051	3e-04	1.216
A12	Mineral supplements	C09	Agents acting on the renin-angiotensin system	533542	12582	0.0236	3e-04	1.569
C05	Vasoprotectives	R03	Drugs for obstructive airway diseases	532654	14030	0.0263	3e-04	0.898
A01	Stomatological preparations	R05	Cough and cold preparations	529074	2040	0.0039	3e-04	0.52
B01	Antithrombotic agents	L02	Endocrine therapy	527786	15812	0.03	3e-04	1.297
J05	Antivirals for systemic use	S02	Otologicals	527482	45865	0.087	3e-04	0.854
D06	Antibiotics and chemotherapeutics for dermatological use	G01	Gynecological antiinfectives and antiseptics	525412	43457	0.0827	3e-04	1.732
L04	Immunosuppressants	M02	Topical products for joint and muscular pain	524743	29852	0.0569	3e-04	2.123
H02	Corticosteroids for systemic use	N07	Other nervous system drugs	523439	16877	0.0322	3e-04	1.895
C07	Beta blocking agents	D09	Medicated dressings	522078	12900	0.0247	3e-04	0.84
A10	Drugs used in diabetes	D10	Anti-acne preparations	519738	22693	0.0437	3e-04	0.151
B01	Antithrombotic agents	N07	Other nervous system drugs	517769	6629	0.0128	3e-04	1.514
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	A11	Vitamins	516322	12555	0.0243	3e-04	1.318
A11	Vitamins	C01	Cardiac therapy	515662	4307	0.0084	3e-04	1.459
A10	Drugs used in diabetes	J02	Antimycotics for systemic use	513851	17326	0.0337	3e-04	0.605
A03	Drugs for functional gastrointestinal disorders	L01	Antineoplastic agents	513426	6084	0.0118	3e-04	1.907
G03	Sex hormones and modulators of the genital system	L02	Endocrine therapy	513260	105370	0.2053	3e-04	0.245
G03	Sex hormones and modulators of the genital system	J02	Antimycotics for systemic use	511036	84154	0.1647	3e-04	0.419
L03	Immunostimulants	N03	Antiepileptics	506963	30666	0.0605	3e-04	2.564
N07	Other nervous system drugs	S01	Ophthalmologicals	506655	16698	0.033	3e-04	1.717
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	N04	Anti-parkinson drugs	506033	4723	0.0093	3e-04	0.98
D07	Corticosteroids, dermatological preparations	N04	Anti-parkinson drugs	505773	9900	0.0196	3e-04	0.734
A04	Antiemetics and antinauseants	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	504261	11586	0.023	3e-04	2.129
C08	Calcium channel blockers	D10	Anti-acne preparations	502639	9975	0.0198	3e-04	0.241
A06	Drugs for constipation	B01	Antithrombotic agents	500856	7217	0.0144	3e-04	1.432
A06	Drugs for constipation	R06	Antihistamines for systemic use	499802	16129	0.0323	3e-04	1.281
A01	Stomatological preparations	S01	Ophthalmologicals	495835	35002	0.0706	3e-04	1.041
A02	Drugs for acid related disorders	D09	Medicated dressings	490974	19617	0.04	3e-04	0.868
A03	Drugs for functional gastrointestinal disorders	M05	Drugs for treatment of bone diseases	490881	8102	0.0165	3e-04	1.406
L02	Endocrine therapy	M01	Anti-inflammatory and antirheumatic products	490030	27461	0.056	3e-04	0.957
H05	Calcium homeostasis	N05	Psycholeptics	484523	8478	0.0175	3e-04	1.468
B01	Antithrombotic agents	J05	Antivirals for systemic use	483150	14998	0.031	3e-04	0.356
C01	Cardiac therapy	G01	Gynecological antiinfectives and antiseptics	482854	4533	0.0094	3e-04	0.771
L01	Antineoplastic agents	N04	Anti-parkinson drugs	479043	8160	0.017	3e-04	1.522
D07	Corticosteroids, dermatological preparations	D11	Other dermatological preparations	478663	35062	0.0732	3e-04	1.554
G04	Urologicals	L02	Endocrine therapy	478112	25083	0.0525	3e-04	1.009
D06	Antibiotics and chemotherapeutics for dermatological use	P01	Antiprotozoals	478008	41383	0.0866	3e-04	2.235
A08	Antiobesity preparations, excluding diet products	C09	Agents acting on the renin-angiotensin system	476681	15204	0.0319	3e-04	0.726
D05	Antipsoriatics	N05	Psycholeptics	476467	7318	0.0154	3e-04	0.959
L03	Immunostimulants	N05	Psycholeptics	476067	22275	0.0468	3e-04	1.421
A04	Antiemetics and antinauseants	G04	Urologicals	472880	6934	0.0147	3e-04	1.018
A08	Antiobesity preparations, excluding diet products	G03	Sex hormones and modulators of the genital system	470309	94916	0.2018	3e-04	0.735
A08	Antiobesity preparations, excluding diet products	N05	Psycholeptics	467082	36176	0.0775	3e-04	1.346
A06	Drugs for constipation	M03	Muscle relaxants	464169	6549	0.0141	3e-04	1.866
C08	Calcium channel blockers	J02	Antimycotics for systemic use	463351	8604	0.0186	3e-04	0.9
A03	Drugs for functional gastrointestinal disorders	L04	Immunosuppressants	461891	6867	0.0149	3e-04	1.603
H03	Thyroid therapy	J02	Antimycotics for systemic use	460248	31293	0.068	3e-04	0.814
A02	Drugs for acid related disorders	V03	All other therapeutic products	459489	2357	0.0051	3e-04	1.125
A11	Vitamins	M04	Antigout preparations	457617	7973	0.0174	3e-04	1.815
A02	Drugs for acid related disorders	A05	Bile and liver therapy	457001	26677	0.0584	3e-04	2.813
A03	Drugs for functional gastrointestinal disorders	A06	Drugs for constipation	456842	33934	0.0743	3e-04	4.905
N07	Other nervous system drugs	R06	Antihistamines for systemic use	455275	8653	0.019	3e-04	1.194
A06	Drugs for constipation	H02	Corticosteroids for systemic use	453513	21741	0.0479	3e-04	1.605
D01	Antifungals for dermatological use	D06	Antibiotics and chemotherapeutics for dermatological use	451642	29824	0.066	3e-04	2.212
A04	Antiemetics and antinauseants	S01	Ophthalmologicals	451400	8858	0.0196	3e-04	1.312
H02	Corticosteroids for systemic use	J02	Antimycotics for systemic use	450816	38191	0.0847	3e-04	2.357
B01	Antithrombotic agents	D01	Antifungals for dermatological use	447558	6253	0.014	3e-04	0.569
C02	Antihypertensives	D07	Corticosteroids, dermatological preparations	447046	8860	0.0198	3e-04	0.9
A08	Antiobesity preparations, excluding diet products	N02	Analgesics	447006	11463	0.0256	3e-04	1.099
H01	Pituitary and hypothalamic hormones and analogues	N06	Psychoanaleptics	444306	125799	0.2831	3e-04	0.854
J05	Antivirals for systemic use	P01	Antiprotozoals	442468	44166	0.0998	3e-04	1.106
C09	Agents acting on the renin-angiotensin system	L03	Immunostimulants	442276	13486	0.0305	3e-04	0.698
L01	Antineoplastic agents	S02	Otologicals	438756	11549	0.0263	3e-04	0.952
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	M02	Topical products for joint and muscular pain	438486	8500	0.0194	3e-04	1.158
C10	Lipid modifying agents	L03	Immunostimulants	437926	21251	0.0485	3e-04	0.605
C08	Calcium channel blockers	V03	All other therapeutic products	436065	3676	0.0084	3e-04	1.416
D11	Other dermatological preparations	M04	Antigout preparations	435986	7350	0.0169	3e-04	2.933
D06	Antibiotics and chemotherapeutics for dermatological use	L04	Immunosuppressants	434650	14706	0.0338	3e-04	1.546
M02	Topical products for joint and muscular pain	M05	Drugs for treatment of bone diseases	433444	16721	0.0386	3e-04	1.448
A11	Vitamins	P01	Antiprotozoals	433404	21354	0.0493	3e-04	2.229
D06	Antibiotics and chemotherapeutics for dermatological use	D10	Anti-acne preparations	433166	61150	0.1412	3e-04	1.739
D11	Other dermatological preparations	M01	Anti-inflammatory and antirheumatic products	431564	15072	0.0349	3e-04	0.883
A10	Drugs used in diabetes	H05	Calcium homeostasis	430475	4152	0.0096	3e-04	1.016
A04	Antiemetics and antinauseants	B01	Antithrombotic agents	429613	8213	0.0191	3e-04	1.078
G01	Gynecological antiinfectives and antiseptics	L04	Immunosuppressants	425895	13278	0.0312	3e-04	0.941
A06	Drugs for constipation	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	424938	23598	0.0555	2e-04	2.044
M04	Antigout preparations	S02	Otologicals	421743	5886	0.014	2e-04	0.867
C02	Antihypertensives	M03	Muscle relaxants	421245	3451	0.0082	2e-04	0.946
A08	Antiobesity preparations, excluding diet products	C10	Lipid modifying agents	420311	23037	0.0548	2e-04	0.561
A01	Stomatological preparations	A10	Drugs used in diabetes	419561	21513	0.0513	2e-04	0.212
A01	Stomatological preparations	M01	Anti-inflammatory and antirheumatic products	414517	34032	0.0821	2e-04	0.597
D09	Medicated dressings	G03	Sex hormones and modulators of the genital system	414187	54079	0.1306	2e-04	0.41
J02	Antimycotics for systemic use	R03	Drugs for obstructive airway diseases	411631	18809	0.0457	2e-04	0.785
G01	Gynecological antiinfectives and antiseptics	J02	Antimycotics for systemic use	409630	45957	0.1122	2e-04	4.137
C03	Diuretics	V03	All other therapeutic products	408740	1408	0.0034	2e-04	0.668
B01	Antithrombotic agents	H05	Calcium homeostasis	407400	3136	0.0077	2e-04	3.447
C01	Cardiac therapy	P01	Antiprotozoals	406314	4445	0.0109	2e-04	0.92
D10	Anti-acne preparations	P01	Antiprotozoals	402777	34861	0.0866	2e-04	1.424
L03	Immunostimulants	N02	Analgesics	400288	8042	0.0201	2e-04	1.019
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D10	Anti-acne preparations	399597	18508	0.0463	2e-04	0.701
A06	Drugs for constipation	S01	Ophthalmologicals	394039	11013	0.0279	2e-04	1.305
L02	Endocrine therapy	S01	Ophthalmologicals	393174	17370	0.0442	2e-04	1.12
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	C02	Antihypertensives	392371	4514	0.0115	2e-04	1.054
C08	Calcium channel blockers	D09	Medicated dressings	392254	9415	0.024	2e-04	0.92
C04	Peripheral vasodilators	C10	Lipid modifying agents	392241	6748	0.0172	2e-04	2.058
C05	Vasoprotectives	R06	Antihistamines for systemic use	390721	11533	0.0295	2e-04	1.309
L03	Immunostimulants	M03	Muscle relaxants	388954	17476	0.0449	2e-04	4.56
M02	Topical products for joint and muscular pain	P01	Antiprotozoals	387761	16548	0.0427	2e-04	2.062
D06	Antibiotics and chemotherapeutics for dermatological use	L01	Antineoplastic agents	385668	36288	0.0941	2e-04	1.468
M02	Topical products for joint and muscular pain	M04	Antigout preparations	385201	16995	0.0441	2e-04	1.58
A01	Stomatological preparations	C08	Calcium channel blockers	384632	10047	0.0261	2e-04	0.32
A03	Drugs for functional gastrointestinal disorders	N04	Anti-parkinson drugs	383918	3268	0.0085	2e-04	1.66
M04	Antigout preparations	N04	Anti-parkinson drugs	383411	4459	0.0116	2e-04	1.154
L04	Immunosuppressants	N07	Other nervous system drugs	381334	16257	0.0426	2e-04	2.876
D09	Medicated dressings	H03	Thyroid therapy	380420	25662	0.0675	2e-04	0.813
G01	Gynecological antiinfectives and antiseptics	M05	Drugs for treatment of bone diseases	380133	13797	0.0363	2e-04	0.693
J02	Antimycotics for systemic use	N03	Antiepileptics	378863	11452	0.0302	2e-04	0.971
J05	Antivirals for systemic use	L01	Antineoplastic agents	378683	21973	0.058	2e-04	0.771
A08	Antiobesity preparations, excluding diet products	H03	Thyroid therapy	378443	50597	0.1337	2e-04	1.275
A10	Drugs used in diabetes	H04	Pancreatic hormones	377078	133149	0.3531	2e-04	5.917
C05	Vasoprotectives	M01	Anti-inflammatory and antirheumatic products	374476	13018	0.0348	2e-04	1.112
L02	Endocrine therapy	R06	Antihistamines for systemic use	374056	12363	0.0331	2e-04	0.824
D11	Other dermatological preparations	R06	Antihistamines for systemic use	373805	12622	0.0338	2e-04	0.863
D05	Antipsoriatics	G03	Sex hormones and modulators of the genital system	373732	32079	0.0858	2e-04	0.408
B01	Antithrombotic agents	D05	Antipsoriatics	372708	1836	0.0049	2e-04	2.095
A03	Drugs for functional gastrointestinal disorders	D01	Antifungals for dermatological use	371369	7539	0.0203	2e-04	1.774
J02	Antimycotics for systemic use	R05	Cough and cold preparations	366279	1136	0.0031	2e-04	0.84
D01	Antifungals for dermatological use	L01	Antineoplastic agents	364404	15450	0.0424	2e-04	1.279
C01	Cardiac therapy	M02	Topical products for joint and muscular pain	363830	5462	0.015	2e-04	1.065
D11	Other dermatological preparations	H02	Corticosteroids for systemic use	362214	13162	0.0363	2e-04	1.154
D01	Antifungals for dermatological use	J02	Antimycotics for systemic use	362100	91171	0.2518	2e-04	5.43
D01	Antifungals for dermatological use	D10	Anti-acne preparations	361429	39384	0.109	2e-04	1.338
A12	Mineral supplements	C07	Beta blocking agents	360307	6422	0.0178	2e-04	1.765
D01	Antifungals for dermatological use	L04	Immunosuppressants	358984	12216	0.034	2e-04	1.177
D05	Antipsoriatics	R01	Nasal preparations	357859	13892	0.0388	2e-04	1.129
M04	Antigout preparations	M05	Drugs for treatment of bone diseases	357163	3963	0.0111	2e-04	0.712
A02	Drugs for acid related disorders	A08	Antiobesity preparations, excluding diet products	356537	22499	0.0631	2e-04	0.995
M02	Topical products for joint and muscular pain	S02	Otologicals	355845	15940	0.0448	2e-04	1.226
D09	Medicated dressings	G01	Gynecological antiinfectives and antiseptics	355365	23550	0.0663	2e-04	4.334
A10	Drugs used in diabetes	D09	Medicated dressings	353704	12435	0.0352	2e-04	0.503
H05	Calcium homeostasis	N03	Antiepileptics	352557	5350	0.0152	2e-04	1.81
A11	Vitamins	L01	Antineoplastic agents	351369	10282	0.0293	2e-04	1.471
A01	Stomatological preparations	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	349900	26825	0.0767	2e-04	1.066
D10	Anti-acne preparations	G04	Urologicals	347560	14359	0.0413	2e-04	0.311
J05	Antivirals for systemic use	M05	Drugs for treatment of bone diseases	347489	28219	0.0812	2e-04	0.545
H05	Calcium homeostasis	J01	Antibacterials for systemic use	345338	6526	0.0189	2e-04	0.752
H02	Corticosteroids for systemic use	L02	Endocrine therapy	345207	14142	0.041	2e-04	1.05
A03	Drugs for functional gastrointestinal disorders	G01	Gynecological antiinfectives and antiseptics	344798	6847	0.0199	2e-04	1.109
A02	Drugs for acid related disorders	L03	Immunostimulants	344664	13556	0.0393	2e-04	0.996
D05	Antipsoriatics	L04	Immunosuppressants	344051	12140	0.0353	2e-04	4.988
J01	Antibacterials for systemic use	V03	All other therapeutic products	343565	3094	0.009	2e-04	0.625
C04	Peripheral vasodilators	C09	Agents acting on the renin-angiotensin system	343476	3188	0.0093	2e-04	2.058
C05	Vasoprotectives	S01	Ophthalmologicals	342274	8276	0.0242	2e-04	1.481
C03	Diuretics	L03	Immunostimulants	341192	7341	0.0215	2e-04	0.658
C01	Cardiac therapy	C05	Vasoprotectives	340354	2291	0.0067	2e-04	2.371
D06	Antibiotics and chemotherapeutics for dermatological use	M05	Drugs for treatment of bone diseases	338362	17984	0.0532	2e-04	0.993
G04	Urologicals	J02	Antimycotics for systemic use	338082	14260	0.0422	2e-04	1.226
A10	Drugs used in diabetes	V03	All other therapeutic products	335991	3278	0.0098	2e-04	0.661
N01	Anesthetics	N06	Psychoanaleptics	335373	21410	0.0638	2e-04	1.097
N01	Anesthetics	N02	Analgesics	334933	2160	0.0064	2e-04	2.096
G03	Sex hormones and modulators of the genital system	L03	Immunostimulants	332872	56453	0.1696	2e-04	0.539
J04	Antimycobacterials	N06	Psychoanaleptics	331755	21219	0.064	2e-04	0.618
C02	Antihypertensives	L04	Immunosuppressants	327633	3352	0.0102	2e-04	1.349
D05	Antipsoriatics	N03	Antiepileptics	324840	4790	0.0147	2e-04	1.108
A11	Vitamins	S02	Otologicals	323425	12087	0.0374	2e-04	1.077
L04	Immunosuppressants	N04	Anti-parkinson drugs	323137	5688	0.0176	2e-04	0.959
A08	Antiobesity preparations, excluding diet products	N03	Antiepileptics	322649	29370	0.091	2e-04	1.576
A08	Antiobesity preparations, excluding diet products	J01	Antibacterials for systemic use	322609	30225	0.0937	2e-04	0.669
C01	Cardiac therapy	D06	Antibiotics and chemotherapeutics for dermatological use	321192	3795	0.0118	2e-04	0.826
A04	Antiemetics and antinauseants	P01	Antiprotozoals	320748	13789	0.043	2e-04	2.727
G01	Gynecological antiinfectives and antiseptics	M04	Antigout preparations	320748	4128	0.0129	2e-04	0.718
A05	Bile and liver therapy	C09	Agents acting on the renin-angiotensin system	320381	8120	0.0253	2e-04	1.076
D10	Anti-acne preparations	S02	Otologicals	319993	28384	0.0887	2e-04	0.732
G04	Urologicals	L03	Immunostimulants	319234	20251	0.0634	2e-04	2.284
A05	Bile and liver therapy	C10	Lipid modifying agents	318793	13081	0.041	2e-04	0.938
N04	Anti-parkinson drugs	S02	Otologicals	318199	5414	0.017	2e-04	0.804
A03	Drugs for functional gastrointestinal disorders	J05	Antivirals for systemic use	316979	11255	0.0355	2e-04	0.878
A06	Drugs for constipation	D07	Corticosteroids, dermatological preparations	315940	12874	0.0407	2e-04	1.139
H01	Pituitary and hypothalamic hormones and analogues	H03	Thyroid therapy	315324	38361	0.1217	2e-04	1.59
C02	Antihypertensives	C05	Vasoprotectives	310502	3659	0.0118	2e-04	5.17
A08	Antiobesity preparations, excluding diet products	R05	Cough and cold preparations	309130	593	0.0019	2e-04	1.35
A03	Drugs for functional gastrointestinal disorders	M04	Antigout preparations	308963	2219	0.0072	2e-04	1.087
A05	Bile and liver therapy	N06	Psychoanaleptics	307794	12816	0.0416	2e-04	0.872
L01	Antineoplastic agents	M02	Topical products for joint and muscular pain	307672	11974	0.0389	2e-04	1.332
A06	Drugs for constipation	C01	Cardiac therapy	305672	3409	0.0112	2e-04	1.63
A12	Mineral supplements	N06	Psychoanaleptics	304759	10142	0.0333	2e-04	0.756
D10	Anti-acne preparations	J05	Antivirals for systemic use	303997	30832	0.1014	2e-04	0.653
D10	Anti-acne preparations	M03	Muscle relaxants	303429	7529	0.0248	2e-04	0.445
H05	Calcium homeostasis	R03	Drugs for obstructive airway diseases	301767	3352	0.0111	2e-04	1.153
A04	Antiemetics and antinauseants	L01	Antineoplastic agents	300696	9805	0.0326	2e-04	2.082
M02	Topical products for joint and muscular pain	N04	Anti-parkinson drugs	300066	5881	0.0196	2e-04	1.513
A11	Vitamins	N04	Anti-parkinson drugs	299145	8466	0.0283	2e-04	1.459
D11	Other dermatological preparations	G03	Sex hormones and modulators of the genital system	297795	27015	0.0907	2e-04	0.149
