drug_name_A	drug_name_B	drug_name_C	drug_name_D	drug_name_E	atleast_exposure_count	exact_exposure_count	estimate_drug_cost_per_day	fraction_exact	fraction_allwindows	observe_per_expect_1s	observe_per_expect_N1
amlodipine	fenofibrate	hydrochlorothiazide	metoprolol	valsartan	35006	1679	8.46	0.048	0	104.697	2.52
fluoxetine	hydrochlorothiazide	lisinopril	metformin	simvastatin	34960	2251	3.7	0.0644	0	23.196	0.787
atorvastatin	clopidogrel	lisinopril	metoprolol	pantoprazole	34943	5111	9.09	0.1463	0	215.421	1.804
amlodipine	atorvastatin	hydrochlorothiazide	losartan	omeprazole	34939	2833	6.44	0.0811	0	41.704	1.244
atenolol	fenofibrate	hydrochlorothiazide	lisinopril	metformin	34924	967	5.18	0.0277	0	66.12	1.989
amlodipine	atorvastatin	clopidogrel	hydrochlorothiazide	losartan	34916	1948	9.34	0.0558	0	91.908	2.136
metformin	salmeterol	simvastatin	albuterol	fluticasone	34910	542	14.24	0.0155	0	193.894	0.884
clopidogrel	hydrochlorothiazide	metoprolol	simvastatin	isosorbide	34881	328	6.5	0.0094	0	394.076	0.789
fenofibrate	hydrochlorothiazide	metformin	simvastatin	thyroxine	34870	100	5.99	0.0029	0	23.66	0.913
amlodipine	atorvastatin	carvedilol	hydrochlorothiazide	valsartan	34857	3412	8.5	0.0979	0	132.174	2.487
benazepril	hydrochlorothiazide	hydrocodone	simvastatin	acetaminophen	34831	1016	6	0.0292	0	31.062	0.914
furosemide	metformin	simvastatin	acetaminophen	thyroxine	34826	<100	3.84	 	0	32.474	2.084
ezetimibe	lisinopril	metformin	omeprazole	simvastatin	34795	1014	6.59	0.0291	0	62.168	1.047
ezetimibe	furosemide	metformin	metoprolol	simvastatin	34783	137	6.2	0.0039	0	175.033	1.931
amlodipine	benazepril	hydrochlorothiazide	metformin	omeprazole	34773	521	5.57	0.015	0	63.914	0.93
amlodipine	glipizide	lisinopril	metformin	sitagliptin	34754	858	9.65	0.0247	0	659.621	1.406
allopurinol	amlodipine	hydrochlorothiazide	lisinopril	metformin	34747	797	3.51	0.0229	0	49.272	1.982
amlodipine	benazepril	metformin	sitagliptin	glyburide	34747	1828	11.12	0.0526	0	3999.537	11.229
ezetimibe	fenofibrate	metformin	simvastatin	sitagliptin	34740	822	14.97	0.0237	0	1293.596	4.104
amlodipine	benazepril	clopidogrel	metformin	metoprolol	34694	441	8.31	0.0127	0	287.286	2.273
hydrochlorothiazide	salmeterol	valsartan	fluticasone	thyroxine	34638	1804	14.24	0.0521	0	86.818	0.771
atenolol	ezetimibe	hydrochlorothiazide	simvastatin	thyroxine	34625	1147	5.58	0.0331	0	38.943	1.03
hydrochlorothiazide	metformin	metoprolol	sitagliptin	thyroxine	34624	<100	9.58	 	0	60.914	0.864
glimepiride	hydrochlorothiazide	losartan	metformin	pioglitazone	34532	1354	9.3	0.0392	0	1131.731	3.243
benazepril	ezetimibe	metformin	pioglitazone	simvastatin	34523	706	12.82	0.0205	0	1051.688	2.828
clopidogrel	metformin	metoprolol	simvastatin	thyroxine	34505	359	6.8	0.0104	0	45.089	0.718
fenofibrate	hydrochlorothiazide	metformin	pioglitazone	valsartan	34504	1027	13.64	0.0298	0	568.144	3.798
atorvastatin	clopidogrel	metformin	metoprolol	ramipril	34466	2247	9.05	0.0652	0	565.058	2.05
amlodipine	atorvastatin	hydrochlorothiazide	lisinopril	sitagliptin	34433	594	11.41	0.0173	0	59.235	1.738
atorvastatin	carvedilol	digoxin	furosemide	warfarin	34431	512	4.29	0.0149	0	12422.275	1.741
atenolol	hydrochlorothiazide	metformin	simvastatin	sitagliptin	34431	243	9.65	0.0071	0	130.178	1.601
amlodipine	lisinopril	metformin	omeprazole	simvastatin	34417	1007	4.35	0.0293	0	20.778	1.068
amlodipine	benazepril	bisoprolol	hydrochlorothiazide	metformin	34407	2051	5.07	0.0596	0	555.347	2.652
atenolol	atorvastatin	hydrochlorothiazide	metformin	glyburide	34407	265	5.24	0.0077	0	200.017	2.343
amlodipine	atenolol	glipizide	metformin	simvastatin	34406	473	3.79	0.0137	0	217.8	2.318
atorvastatin	hydrochlorothiazide	lisinopril	metformin	fluticasone	34387	1397	8.02	0.0406	0	11.506	0.507
atorvastatin	hydrochlorothiazide	insulin glargine	losartan	metformin	34380	839	12.81	0.0244	0	166.313	2.145
clopidogrel	hydrochlorothiazide	metformin	metoprolol	glyburide	34370	<100	7.01	 	0	328.834	1.281
atorvastatin	hydrochlorothiazide	lisinopril	metoprolol	warfarin	34345	3127	4.62	0.091	0	37.951	1.143
glipizide	hydrochlorothiazide	lisinopril	simvastatin	thyroxine	34321	926	2.63	0.027	0	25.163	0.754
atorvastatin	hydrochlorothiazide	metformin	pioglitazone	olmesartan	34320	2080	13.28	0.0606	0	325.027	3.731
furosemide	lisinopril	metformin	acetaminophen	thyroxine	34320	<100	3.19	 	0	30.115	1.922
clopidogrel	glimepiride	metformin	metoprolol	simvastatin	34288	586	6.97	0.0171	0	466.323	2.393
amlodipine	clopidogrel	hydrochlorothiazide	metoprolol	thyroxine	34267	146	6.77	0.0043	0	28.717	0.766
atenolol	atorvastatin	hydrochlorothiazide	metformin	thyroxine	34265	361	4.96	0.0105	0	18.374	0.998
amlodipine	benazepril	hydrochlorothiazide	metoprolol	rosuvastatin	34258	3562	8.23	0.104	0	115.497	2.026
amlodipine	ezetimibe	furosemide	metoprolol	simvastatin	34248	390	6.24	0.0114	0	163.652	1.806
atorvastatin	hydrochlorothiazide	lisinopril	triamterene	thyroxine	34219	3072	4.07	0.0898	0	22.674	0.833
amlodipine	atenolol	hydrochlorothiazide	metformin	thyroxine	34218	194	3.62	0.0057	0	18.154	0.845
atorvastatin	hydrochlorothiazide	lisinopril	metoprolol	pioglitazone	34193	604	10.05	0.0177	0	52.673	1.981
amlodipine	hydrochlorothiazide	metformin	pioglitazone	triamterene	34171	291	9.2	0.0085	0	270.112	3.207
allopurinol	amlodipine	atorvastatin	hydrochlorothiazide	metformin	34168	<100	5.82	 	0	68.986	2.221
amlodipine	carvedilol	lisinopril	metformin	simvastatin	34148	828	4.43	0.0242	0	62.961	1.761
hydrochlorothiazide	metformin	omeprazole	simvastatin	sitagliptin	34124	<100	10.41	 	0	93.506	1.15
atenolol	ezetimibe	hydrochlorothiazide	simvastatin	valsartan	34123	4028	8.24	0.118	0	129.119	1.506
gabapentin	hydrocodone	lisinopril	metoprolol	acetaminophen	34122	513	5.26	0.015	0	64.889	0.689
furosemide	lisinopril	metoprolol	warfarin	thyroxine	34089	849	1.72	0.0249	0	135.334	0.995
clopidogrel	lisinopril	metformin	pioglitazone	simvastatin	34081	564	11.92	0.0165	0	246.886	1.966
atorvastatin	clopidogrel	furosemide	lisinopril	acetaminophen	34073	<100	8.07	 	0	135.991	2.131
fenofibrate	hydrochlorothiazide	losartan	metformin	metoprolol	34070	787	6.44	0.0231	0	103.162	2.172
amlodipine	clonidine	hydrochlorothiazide	metoprolol	simvastatin	34067	423	4.42	0.0124	0	89.462	1.711
metformin	metoprolol	pioglitazone	simvastatin	sitagliptin	34049	291	15.19	0.0085	0	720.914	1.409
hydrochlorothiazide	metformin	pioglitazone	rosuvastatin	valsartan	34040	2484	14.88	0.073	0	444.691	2.972
hydrochlorothiazide	lisinopril	metoprolol	triamterene	thyroxine	34017	2550	2.18	0.075	0	23.21	0.767
hydrochlorothiazide	hydrocodone	metoprolol	zolpidem	acetaminophen	33996	428	5.48	0.0126	0	27.247	0.51
amlodipine	atorvastatin	fenofibrate	hydrochlorothiazide	valsartan	33989	2679	10.35	0.0788	0	98.719	2.318
atorvastatin	clopidogrel	fenofibrate	metformin	metoprolol	33984	605	10.99	0.0178	0	299.118	2.708
amlodipine	atorvastatin	benazepril	hydrochlorothiazide	pioglitazone	33978	646	11.89	0.019	0	226.708	2.634
amlodipine	ezetimibe	glipizide	metformin	simvastatin	33970	309	7.06	0.0091	0	320.614	1.528
lisinopril	metformin	omeprazole	simvastatin	sitagliptin	33944	1533	9.83	0.0452	0	129.601	1.107
atorvastatin	hydrochlorothiazide	lisinopril	omeprazole	thyroxine	33940	3019	4.79	0.089	0	8.891	0.943
glipizide	hydrochlorothiazide	metformin	metoprolol	thyroxine	33928	199	3.33	0.0059	0	50.915	0.777
clopidogrel	fenofibrate	metformin	metoprolol	simvastatin	33918	490	9.33	0.0144	0	222.81	2.064
diclofenac	hydrochlorothiazide	hydrocodone	lisinopril	acetaminophen	33913	2230	6.19	0.0658	0	60.122	1.169
glimepiride	hydrochlorothiazide	lisinopril	metformin	omeprazole	33912	1259	3.58	0.0371	0	96.337	1.086
amlodipine	atorvastatin	clonidine	hydrochlorothiazide	metformin	33893	<100	6.59	 	0	120.665	2.36
esomeprazole	ezetimibe	hydrochlorothiazide	simvastatin	valsartan	33885	2850	13.88	0.0841	0	157.743	1.84
esomeprazole	ezetimibe	hydrochlorothiazide	lisinopril	simvastatin	33854	3519	11.12	0.1039	0	49.672	1.246
atorvastatin	hydrochlorothiazide	losartan	metformin	omeprazole	33836	1642	6.4	0.0485	0	42.532	1.266
hydrochlorothiazide	lisinopril	lovastatin	metformin	thyroxine	33832	3300	3.22	0.0975	0	35.622	0.917
amlodipine	atorvastatin	benazepril	metoprolol	thyroxine	33797	2577	6.19	0.0762	0	56.679	0.843
glipizide	hydrochlorothiazide	lisinopril	metformin	rosuvastatin	33797	2399	6.68	0.071	0	137.967	1.33
furosemide	lisinopril	metformin	simvastatin	glyburide	33793	808	2.95	0.0239	0	284.421	1.908
amlodipine	insulin glargine	lisinopril	metformin	metoprolol	33791	353	10.53	0.0104	0	108.319	1.794
allopurinol	amlodipine	atorvastatin	hydrochlorothiazide	metoprolol	33752	486	5.31	0.0144	0	67.35	1.691
amlodipine	benazepril	hydrochlorothiazide	metoprolol	valsartan	33752	4266	7.12	0.1264	0	95.988	1.684
amlodipine	glipizide	hydrochlorothiazide	metformin	pravastatin	33738	337	4.1	0.01	0	223.302	2.683
fenofibrate	hydrochlorothiazide	metformin	sitagliptin	valsartan	33734	988	14.45	0.0293	0	645.62	3.683
carvedilol	ezetimibe	hydrochlorothiazide	metformin	simvastatin	33732	107	7.25	0.0032	0	132.099	1.6
amlodipine	carvedilol	hydrochlorothiazide	losartan	metformin	33726	931	5.14	0.0276	0	128.098	2.771
atorvastatin	carvedilol	clopidogrel	lisinopril	metformin	33719	1974	8.72	0.0585	0	264.271	1.991
amlodipine	atorvastatin	metformin	sitagliptin	glyburide	33712	501	12.14	0.0149	0	1225.613	3.454
amlodipine	benazepril	clopidogrel	hydrochlorothiazide	simvastatin	33709	1220	8.19	0.0362	0	97.873	1.291
benazepril	glimepiride	hydrochlorothiazide	metformin	simvastatin	33701	1635	4.82	0.0485	0	226.303	2.995
furosemide	metformin	metoprolol	acetaminophen	thyroxine	33690	<100	3.61	 	0	43.344	2.055
atorvastatin	glipizide	metformin	metoprolol	sitagliptin	33674	617	11.41	0.0183	0	947.123	2.079
amlodipine	atorvastatin	hydrochlorothiazide	metoprolol	sitagliptin	33626	<100	11.83	 	0	84.814	2.035
atenolol	atorvastatin	lisinopril	metformin	pioglitazone	33626	1278	9.92	0.038	0	204.208	1.882
furosemide	hydrocodone	lisinopril	simvastatin	thyroxine	33607	<100	2.95	 	0	28.316	2.083
hydrocodone	mupirocin	sulfamethoxazole	trimethoprim	acetaminophen	33578	12507	6.76	0.3725	0	11850.788	5.053
hydrochlorothiazide	losartan	omeprazole	simvastatin	thyroxine	33567	2574	3.91	0.0767	0	20.019	1.065
fenofibrate	hydrochlorothiazide	insulin glargine	lisinopril	metformin	33553	564	12.35	0.0168	0	177.179	1.588
amlodipine	atorvastatin	esomeprazole	hydrochlorothiazide	metoprolol	33551	548	10.96	0.0163	0	32.677	1.31
alprazolam	cyclobenzaprine	hydrocodone	zolpidem	acetaminophen	33535	2340	5.09	0.0698	0	513.001	1.905
atorvastatin	hydrochlorothiazide	metoprolol	omeprazole	acetaminophen	33502	<100	6.28	 	0	16.389	1.552
clopidogrel	glimepiride	lisinopril	metformin	metoprolol	33498	521	6.32	0.0156	0	428.715	2.2
hydrocodone	metformin	omeprazole	simvastatin	acetaminophen	33455	397	5.76	0.0119	0	27.725	0.734
allopurinol	amlodipine	hydrochlorothiazide	lisinopril	metoprolol	33437	2270	3	0.0679	0	46.861	1.83
amlodipine	atenolol	atorvastatin	benazepril	metformin	33409	1703	6.54	0.051	0	168.092	2.029
atorvastatin	glimepiride	metformin	metoprolol	sitagliptin	33409	556	11.48	0.0166	0	1213.617	1.93
atenolol	clopidogrel	hydrochlorothiazide	lisinopril	simvastatin	33402	3450	5.87	0.1033	0	42.703	1.481
amlodipine	atorvastatin	hydrochlorothiazide	metoprolol	warfarin	33399	506	5.59	0.0152	0	51.989	1.371
amlodipine	fenofibrate	glimepiride	hydrochlorothiazide	metformin	33385	<100	6.48	 	0	312.533	2.573
amlodipine	hydrochlorothiazide	omeprazole	simvastatin	thyroxine	33371	426	4.1	0.0128	0	9.191	0.911
ezetimibe	fenofibrate	hydrochlorothiazide	simvastatin	valsartan	33364	2989	10.93	0.0896	0	214.041	2.497
hydrocodone	ibuprofen	sulfamethoxazole	trimethoprim	acetaminophen	33356	10928	4.66	0.3276	0	2770.419	1.181
digoxin	diltiazem	furosemide	metoprolol	warfarin	33351	1961	2.64	0.0588	0	14219.632	2.805
amlodipine	ezetimibe	fenofibrate	hydrochlorothiazide	simvastatin	33347	121	9.14	0.0036	0	94.985	1.869
clopidogrel	hydrochlorothiazide	metformin	metoprolol	pioglitazone	33340	<100	12.27	 	0	239.152	1.341
amlodipine	atorvastatin	hydrochlorothiazide	insulin glargine	lisinopril	33308	882	12.07	0.0265	0	50.161	1.825
atorvastatin	clopidogrel	hydrochlorothiazide	metoprolol	isosorbide	33295	254	8.16	0.0076	0	504.003	0.819
amlodipine	clopidogrel	hydrochlorothiazide	metformin	valsartan	33281	245	9.94	0.0074	0	94.944	2.05
fenofibrate	hydrochlorothiazide	metformin	metoprolol	sitagliptin	33261	<100	12.11	 	0	294.163	1.712
fenofibrate	hydrochlorothiazide	metformin	metoprolol	pioglitazone	33256	<100	11.3	 	0	253.048	1.874
atorvastatin	glipizide	insulin glargine	lisinopril	metformin	33244	2550	11.65	0.0767	0	558.282	2.279
amlodipine	glimepiride	hydrochlorothiazide	metformin	olmesartan	33233	1122	6.57	0.0338	0	398.731	4.501
clopidogrel	lisinopril	metoprolol	simvastatin	nitroglycerin	33208	6486	6.87	0.1953	0	915.389	1.903
clopidogrel	ezetimibe	hydrochlorothiazide	metformin	metoprolol	33203	<100	9.84	 	0	129.541	1.242
hydrochlorothiazide	metformin	metoprolol	glyburide	thyroxine	33192	166	3.51	0.005	0	67.01	0.824
atorvastatin	clopidogrel	metformin	metoprolol	isosorbide	33187	381	8.51	0.0115	0	1038.429	1.688
atorvastatin	ezetimibe	hydrochlorothiazide	lisinopril	metoprolol	33184	3285	7.62	0.099	0	27.804	1.572
metoprolol	salmeterol	albuterol	fluticasone	tiotropium	33166	631	19.4	0.019	0	2814.108	0.588
amlodipine	hydrochlorothiazide	insulin glargine	metformin	pioglitazone	33154	<100	16.33	 	0	398.753	2.302
fenofibrate	lisinopril	metformin	simvastatin	thyroxine	33136	1558	5.41	0.047	0	31.328	0.829
hydrochlorothiazide	lisinopril	simvastatin	fluticasone	thyroxine	33113	2453	5.53	0.0741	0	5.257	0.613
glimepiride	hydrochlorothiazide	insulin glargine	metformin	simvastatin	33095	<100	10.64	 	0	384.485	1.682
amlodipine	hydrochlorothiazide	metformin	omeprazole	valsartan	33072	708	7.04	0.0214	0	42.783	0.924
esomeprazole	hydrochlorothiazide	lisinopril	metformin	simvastatin	33066	1569	8.84	0.0475	0	17.264	0.586
alprazolam	carisoprodol	hydrocodone	oxycodone	acetaminophen	33063	4992	8.04	0.151	0	2724.107	2.826
glimepiride	hydrochlorothiazide	hydrocodone	metformin	acetaminophen	33048	<100	5.26	 	0	89.581	0.667
amlodipine	benazepril	fenofibrate	hydrochlorothiazide	metoprolol	33043	1337	6.99	0.0405	0	140.414	2.463
clopidogrel	ezetimibe	metformin	pioglitazone	simvastatin	33035	259	15.13	0.0078	0	997.697	2.682
atorvastatin	fenofibrate	hydrochlorothiazide	losartan	metformin	33018	1164	8.33	0.0353	0	97.09	2.044
atenolol	glipizide	hydrochlorothiazide	metformin	pioglitazone	32955	246	8.39	0.0075	0	766.619	2.34
atenolol	hydrochlorothiazide	metformin	omeprazole	simvastatin	32947	392	3.9	0.0119	0	28.336	1.391
amlodipine	metoprolol	omeprazole	acetaminophen	thyroxine	32928	<100	4.46	 	0	20.941	2.058
clopidogrel	hydrochlorothiazide	lisinopril	metoprolol	thyroxine	32927	717	5.8	0.0218	0	19.588	0.689
amlodipine	hydrochlorothiazide	lisinopril	metoprolol	warfarin	32926	1931	3.28	0.0586	0	35.996	1.503
allopurinol	amlodipine	hydrochlorothiazide	lisinopril	simvastatin	32924	2684	3.23	0.0815	0	33.443	1.863
amlodipine	clopidogrel	ezetimibe	metformin	simvastatin	32923	122	10.46	0.0037	0	182.737	1.756
amlodipine	lisinopril	simvastatin	acetaminophen	thyroxine	32899	<100	3.99	 	0	7.483	1.478
furosemide	hydrochlorothiazide	lisinopril	metoprolol	acetaminophen	32894	<100	3.16	 	0	21.709	1
amlodipine	fenofibrate	glipizide	hydrochlorothiazide	metformin	32871	<100	6.41	 	0	238.26	2.584
amlodipine	atenolol	benazepril	ezetimibe	simvastatin	32861	3197	7.16	0.0973	0	346.778	1.697
amlodipine	ezetimibe	hydrocodone	simvastatin	acetaminophen	32849	502	8.31	0.0153	0	53.178	0.565
amlodipine	lisinopril	omeprazole	simvastatin	acetaminophen	32849	<100	4.59	 	0	16.056	1.861
carvedilol	clopidogrel	ezetimibe	lisinopril	simvastatin	32834	4027	9.34	0.1226	0	539.742	1.76
fenofibrate	glimepiride	hydrochlorothiazide	metformin	simvastatin	32831	<100	6.16	 	0	231.847	1.661
amlodipine	ezetimibe	glimepiride	metformin	simvastatin	32819	201	7.13	0.0061	0	400.054	1.684
atorvastatin	carvedilol	furosemide	lisinopril	warfarin	32817	1663	4.29	0.0507	0	830.367	1.811
lisinopril	metoprolol	omeprazole	acetaminophen	thyroxine	32804	<100	3.49	 	0	14.81	1.799
hydrochlorothiazide	lisinopril	simvastatin	insulin, isophane	regular insulin, human	32800	2060	NA	0.0628	0	4842.999	2.636
hydrochlorothiazide	insulin glargine	lisinopril	simvastatin	insulin, aspart, human	32743	2749	NA	0.084	0	408.542	1.402
duloxetine	hydrochlorothiazide	hydrocodone	lisinopril	acetaminophen	32721	1307	9.71	0.0399	0	38.91	0.754
amlodipine	benazepril	ezetimibe	metformin	pioglitazone	32682	175	13.14	0.0054	0	1319.816	3.66
glimepiride	lisinopril	metformin	metoprolol	sitagliptin	32682	599	9.17	0.0183	0	833.812	1.516
atorvastatin	glipizide	hydrochlorothiazide	metformin	triamterene	32681	635	5.1	0.0194	0	258.874	2.985
hydrochlorothiazide	hydrocodone	omeprazole	simvastatin	thyroxine	32679	<100	4.34	 	0	10.287	1.583
amlodipine	hydrocodone	simvastatin	acetaminophen	thyroxine	32679	523	5.2	0.016	0	11.967	0.426
esomeprazole	ezetimibe	hydrochlorothiazide	metformin	simvastatin	32662	127	12.05	0.0039	0	71.094	1.365
hydrochlorothiazide	lisinopril	metformin	rosuvastatin	glyburide	32659	2756	6.86	0.0844	0	179.357	1.51
fenofibrate	hydrochlorothiazide	metformin	simvastatin	glyburide	32659	<100	6.27	 	0	240.234	2.55
furosemide	glipizide	lisinopril	metformin	metoprolol	32656	402	2.54	0.0123	0	281.882	2.038
ezetimibe	hydrochlorothiazide	lisinopril	simvastatin	glyburide	32654	362	5.92	0.0111	0	142.386	2.827
amlodipine	insulin glargine	metformin	metoprolol	simvastatin	32633	131	11.18	0.004	0	111.161	1.842
atorvastatin	clopidogrel	hydrochlorothiazide	metformin	valsartan	32625	568	11.28	0.0174	0	94.071	2.432
hydrochlorothiazide	insulin glargine	metformin	simvastatin	insulin, aspart, human	32597	141	NA	0.0043	0	603.371	1.587
glimepiride	metformin	metoprolol	pioglitazone	simvastatin	32591	539	9.01	0.0165	0	760.208	1.534
amlodipine	atorvastatin	hydrochlorothiazide	lisinopril	glyburide	32587	489	5.34	0.015	0	64.331	2.162
glimepiride	hydrochlorothiazide	lisinopril	metformin	rosuvastatin	32571	2110	6.75	0.0648	0	171.725	1.936
hydrochlorothiazide	metformin	omeprazole	simvastatin	glyburide	32553	<100	4.34	 	0	102.362	1.089
amlodipine	hydrochlorothiazide	insulin glargine	metformin	glyburide	32538	<100	11.07	 	0	521.974	2.564
furosemide	hydrochlorothiazide	lisinopril	metformin	simvastatin	32538	774	3.15	0.0238	0	19.224	0.653
amlodipine	atorvastatin	clopidogrel	ezetimibe	metoprolol	32529	1231	11.61	0.0378	0	239.089	2.177
montelukast	salmeterol	theophylline	albuterol	fluticasone	32499	2733	16.02	0.0841	0	31721.178	12.053
hydrochlorothiazide	insulin glargine	insulin lispro	lisinopril	metformin	32473	1116	19.13	0.0344	0	700.747	1.617
amlodipine	ezetimibe	metformin	simvastatin	thyroxine	32469	253	6.96	0.0078	0	38.028	0.802
atenolol	glimepiride	hydrochlorothiazide	metformin	simvastatin	32459	281	3.47	0.0087	0	135.2	1.789
fenofibrate	hydrochlorothiazide	hydrocodone	metformin	acetaminophen	32448	<100	7.62	 	0	42.483	0.683
hydrochlorothiazide	lisinopril	montelukast	albuterol	fluticasone	32426	845	9.42	0.0261	0	48.418	1.074
amlodipine	atorvastatin	hydrochlorothiazide	olmesartan	thyroxine	32425	3382	7.78	0.1043	0	35.876	0.818
furosemide	glipizide	metformin	metoprolol	simvastatin	32424	244	3.19	0.0075	0	297.417	2.15
amlodipine	fenofibrate	lisinopril	metformin	metoprolol	32405	364	6.05	0.0112	0	63.141	1.627
ezetimibe	lisinopril	metoprolol	omeprazole	simvastatin	32320	2411	6.08	0.0746	0	57.071	1.236
glipizide	hydrochlorothiazide	losartan	metformin	thyroxine	32319	1311	3.69	0.0406	0	100.9	0.862
hydrochlorothiazide	lisinopril	omeprazole	simvastatin	triamterene	32302	2434	3.01	0.0754	0	34.328	1.06
amlodipine	atorvastatin	fenofibrate	lisinopril	metformin	32252	857	7.94	0.0266	0	61.029	1.655
amlodipine	hydrochlorothiazide	omeprazole	simvastatin	valsartan	32250	2437	6.76	0.0756	0	29.885	1.092
gabapentin	hydrocodone	metoprolol	simvastatin	acetaminophen	32249	416	5.91	0.0129	0	65.17	0.692
clopidogrel	hydrochlorothiazide	metformin	metoprolol	sitagliptin	32243	<100	13.08	 	0	268.821	1.187
atorvastatin	clopidogrel	furosemide	metoprolol	isosorbide	32241	381	7.47	0.0118	0	2647.394	2.101
atorvastatin	hydrochlorothiazide	metformin	sitagliptin	olmesartan	32241	1670	14.09	0.0518	0	354.896	3.367
hydrocodone	insulin glargine	lisinopril	metformin	acetaminophen	32208	474	11.52	0.0147	0	96.663	0.923
amlodipine	hydrochlorothiazide	pioglitazone	simvastatin	valsartan	32201	568	11.7	0.0176	0	112.859	2.112
amlodipine	atenolol	hydrochlorothiazide	metformin	triamterene	32195	724	3.5	0.0225	0	92.84	2.321
clopidogrel	furosemide	lisinopril	metformin	metoprolol	32195	232	5.94	0.0072	0	163.431	1.655
hydrochlorothiazide	lisinopril	metformin	simvastatin	insulin, aspart, human	32194	391	NA	0.0121	0	76.406	1.739
atorvastatin	insulin glargine	lisinopril	metformin	sitagliptin	32193	1977	17.9	0.0614	0	633.801	2.198
amlodipine	benazepril	furosemide	metoprolol	simvastatin	32192	1650	4.32	0.0513	0	166.332	1.847
